"Date","Mean daily temperature, Fisher River near Dallas, Jan 01, 1988 to Dec 31, 1991"
"1991-03-18",3.68
"1991-03-19",2.6
"1991-03-20",1.75
"1991-03-21",1.37
"1991-03-22",0.92
"1991-03-23",0.67
"1991-03-24",0.57
"1991-03-25",0.59
"1991-03-26",1.19
"1991-03-27",1.74
"1991-03-28",2.84
"1991-03-29",4.27
"1991-03-30",4.52
"1991-03-31",4.8
"1991-04-01",4.8
"1991-04-02",4.25
"1991-04-03",3.42
"1991-04-04",2.12
"1991-04-05",0.44
"1991-04-06",1.56
"1991-04-07",3.41
"1991-04-08",5.11
"1991-04-09",5.46
"1991-04-10",5.91
"1991-04-11",6.41
"1991-04-12",6.51
"1991-04-13",6.21
"1991-04-14",5.46
"1991-04-15",4.88
"1991-04-16",4.18
"1991-04-17",3.88
"1991-04-18",3.28
"1991-04-19",2.83
"1991-04-20",2.71
"1991-04-21",2.74
"1991-04-22",2.09
"1991-04-23",1.58
"1991-04-24",2.13
"1991-04-25",3.06
"1991-04-26",4.06
"1991-04-27",5.06
"1991-04-28",6.41
"1991-04-29",7.46
"1991-04-30",6.93
"1991-05-01",5.9
"1991-05-02",5.75
"1991-05-03",5.75
"1991-05-04",5.2
"1991-05-05",4.17
"1991-05-06",3.02
"1991-05-07",2.25
"1991-05-08",1.65
"1991-05-09",2.1
"1991-05-10",4.15
"1991-05-11",6.25
"1991-05-12",7.95
"1991-05-13",9.76
"1991-05-14",11.51
"1991-05-15",13.01
"1991-05-16",14.01
"1991-05-17",14.63
"1991-05-18",15.23
"1991-05-19",15.23
"1991-05-20",15.33
"1991-05-21",15.58
"1991-05-22",16.08
"1991-05-23",16
"1991-05-24",15.73
"1991-05-25",15.28
"1991-05-26",15.83
"1991-05-27",16.16
"1991-05-28",16.26
"1991-05-29",16.41
"1991-05-30",16.31
"1991-05-31",16.06
"1991-06-01",15.41
"1991-06-02",15.36
"1991-06-03",15.53
"1991-06-04",16.26
"1991-06-05",16.16
"1991-06-06",16.43
"1991-06-07",17.16
"1991-06-08",17.66
"1991-06-09",17.61
"1991-06-10",17.41
"1991-06-11",17.21
"1991-06-12",17.46
"1991-06-13",17.29
"1991-06-14",17.41
"1991-06-15",17.56
"1991-06-16",17.96
"1991-06-17",18.01
"1991-06-18",17.41
"1991-06-19",17.06
"1991-06-20",16.66
"1991-06-21",16.76
"1991-06-22",15.91
"1991-06-23",15.93
"1991-06-24",15.81
"1991-06-25",15.91
"1991-06-26",15.91
"1991-06-27",15.38
"1991-06-28",15.53
"1991-06-29",15.88
"1991-06-30",16.26
"1991-07-01",16.56
"1991-07-02",17.11
"1991-07-03",17.21
"1991-07-04",16.93
"1991-07-05",16.78
"1991-07-06",16.48
"1991-07-07",16.63
"1991-07-08",16.38
"1991-07-09",16.23
"1991-07-10",16.53
"1991-07-11",16.83
"1991-07-12",17.13
"1991-07-13",17.33
"1991-07-14",17.81
"1991-07-15",18.36
"1991-07-16",18.91
"1991-07-17",19.79
"1991-07-18",20.59
"1991-07-19",20.89
"1991-07-20",20.66
"1991-07-21",20.81
"1991-07-22",20.66
"1991-07-23",20.51
"1991-07-24",19.93
"1991-07-25",18.98
"1991-07-26",18.08
"1991-07-27",17.25
"1991-07-28",16.85
"1991-07-29",16.85
"1991-07-30",17.33
"1991-07-31",16.93
"1991-08-01",16.63
"1991-08-02",16.28
"1991-08-03",16.43
"1991-08-04",16.43
"1991-08-05",16.68
"1991-08-06",16.63
"1991-08-07",16.88
"1991-08-08",16.78
"1991-08-09",16.53
"1991-08-10",16.91
"1991-08-11",17.66
"1991-08-12",18.56
"1991-08-13",19.06
"1991-08-14",20.01
"1991-08-15",20.49
"1991-08-16",20.82
"1991-08-17",20.4
"1991-08-18",19.85
"1991-08-19",20.22
"1991-08-20",20.49
"1991-08-21",20.07
"1991-08-22",19.17
"1991-08-23",18.65
"1991-08-24",18.35
"1991-08-25",18.07
"1991-08-26",17.94
"1991-08-27",18.79
"1991-08-28",19.97
"1991-08-29",19.97
"1991-08-30",19.17
"1991-08-31",18.99
"1991-09-01",19.69
"1991-09-02",20.09
"1991-09-03",19.59
"1991-09-04",18.89
"1991-09-05",18.09
"1991-09-06",17.01
"1991-09-07",16.03
"1991-09-08",15.38
"1991-09-09",15.28
"1991-09-10",14.71
"1991-09-11",13.91
"1991-09-12",13.38
"1991-09-13",13.46
"1991-09-14",13.86
"1991-09-15",14.16
"1991-09-16",13.71
"1991-09-17",12.61
"1991-09-18",11.31
"1991-09-19",10.41
"1991-09-20",10.23
"1991-09-21",9.98
"1991-09-22",9.13
"1991-09-23",8.2
"1991-09-24",7.35
"1991-09-25",6.8
"1991-09-26",6.05
"1991-09-27",6
"1991-09-28",5.85
"1991-09-29",6.28
"1991-09-30",6.31
"1991-10-01",6.16
"1991-10-02",6.01
"1991-10-03",5.66
"1991-10-04",5.16
"1991-10-05",4.66
"1991-10-06",4.91
"1991-10-07",5.51
"1991-10-08",5.99
"1991-10-09",5.61
"1991-10-10",5.56
"1991-10-11",5.16
"1991-10-12",4.81
"1991-10-13",4.76
"1991-10-14",4.61
"1991-10-15",4.11
"1991-10-16",3.84
"1991-10-17",3.04
"1991-10-18",1.91
"1991-10-19",0.71
"1991-10-20",0.8
"1991-10-21",1.9
"1991-10-22",1.95
"1991-10-23",2.65
"1991-10-24",3.1
"1991-10-25",3.3
"1991-10-26",3.73
"1991-10-27",3.53
"1991-10-28",2.98
"1991-10-29",2.83
"1991-10-30",3.35
"1991-10-31",4.08
"1991-11-01",5.38
"1991-11-02",6.33
"1991-11-03",7.38
"1991-11-04",8.66
"1991-11-05",10.16
"1991-11-06",12.16
"1991-11-07",13.59
"1991-11-08",13.99
"1991-11-09",13.79
"1991-11-10",14.04
"1991-11-11",13.89
"1991-11-12",12.59
"1991-11-13",11.04
"1991-11-14",9.46
"1991-11-15",8.16
"1991-11-16",6.81
"1991-11-17",5.53
"1991-11-18",4.58
"1991-11-19",3.98
"1991-11-20",3.5
"1991-11-21",3.65
"1991-11-22",5.18
"1991-11-23",7.23
"1991-11-24",8.93
"1991-11-25",10.33
"1991-11-26",11.63
"1991-11-27",12.98
"1991-11-28",14.11
"1991-11-29",14.79
"1991-11-30",15.59
"1991-12-01",17.14
"1991-12-02",18.41
"1991-12-03",19.16
"1991-12-04",20.24
"1991-12-05",21.04
"1991-12-06",21.74
"1991-12-07",22.39
"1991-12-08",23.11
"1991-12-09",23.18
"1991-12-10",22.08
"1991-12-11",19.78
"1991-12-12",17.41
"1991-12-13",16.76
"1991-12-14",16.13
"1991-12-15",15.83
"1991-12-16",15.28
"1991-12-17",15.28
"1991-12-18",15.76
"1991-12-19",15.91
"1991-12-20",15.89
"1991-12-21",15.99
"1991-12-22",15.76
"1991-12-23",14.86
"1991-12-24",13.46
"1991-12-25",11.71
"1991-12-26",11.41
"1991-12-27",10.59
"1991-12-28",8.99
"1991-12-29",8.24
"1991-12-30",7.84
"1991-12-31",7.49
